year,marital,age,race,rincome,partyid,relig,denom,tvhours
2006,Married,30,White,Refused,republican,Catholic,Not applicable,NA
2006,Married,37,Black,$25000 or more,democrat,Protestant,Southern baptist,2
2006,Married,43,White,$25000 or more,republican,Protestant,No answer,NA
2006,Married,57,White,$4000 to 4999,other party,Protestant,United methodist,2
2006,Never married,21,White,$10000 - 14999,republican,Protestant,United pres ch in us,NA
2006,Married,56,White,$25000 or more,other party,Catholic,Not applicable,NA
2006,Married,46,White,$10000 - 14999,republican,Catholic,Not applicable,3
2006,Married,60,White,Refused,democrat,Protestant,United methodist,2
2006,Never married,75,Black,Not applicable,other party,Protestant,Baptist-dk which,NA
2006,Married,27,White,$15000 - 19999,democrat,None,Not applicable,3
2006,Married,37,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Married,41,White,Not applicable,republican,Protestant,No denomination,1
2006,Divorced,66,Black,$10000 - 14999,democrat,Protestant,No denomination,NA
2006,Married,37,White,$25000 or more,democrat,Protestant,Southern baptist,1
2006,Married,33,White,$25000 or more,other party,Protestant,Baptist-dk which,NA
2006,Divorced,61,Black,Not applicable,democrat,Protestant,Nat bapt conv of am,NA
2006,Married,46,Black,$25000 or more,democrat,Protestant,Southern baptist,NA
2006,Widowed,58,Black,$4000 to 4999,democrat,Protestant,Nat bapt conv of am,3
2006,Divorced,51,Black,$25000 or more,democrat,Protestant,Nat bapt conv of am,4
2006,Widowed,36,White,$15000 - 19999,other party,None,Not applicable,1
2006,Married,55,Black,Not applicable,democrat,Protestant,Other,NA
2006,Married,89,White,Not applicable,republican,Protestant,Southern baptist,4
2006,Widowed,64,White,Not applicable,republican,Protestant,Baptist-dk which,NA
2006,Divorced,53,White,Not applicable,other party,Protestant,Baptist-dk which,14
2006,Divorced,44,Black,$10000 - 14999,democrat,Protestant,Other,3
2006,Never married,20,Black,Not applicable,other party,Protestant,Baptist-dk which,2
2006,Widowed,66,White,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Married,59,Other,Don't know,other party,Catholic,Not applicable,NA
2006,Married,62,Black,Not applicable,democrat,None,Not applicable,NA
2006,Divorced,26,White,Not applicable,other party,Protestant,Baptist-dk which,6
2006,Never married,25,White,$20000 - 24999,democrat,Protestant,Southern baptist,NA
2006,Never married,26,White,$20000 - 24999,democrat,Protestant,Other,1
2006,Married,53,White,$20000 - 24999,democrat,Protestant,Southern baptist,NA
2006,Never married,30,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Married,58,White,Not applicable,other party,None,Not applicable,NA
2006,Never married,36,White,$7000 to 7999,republican,Protestant,United pres ch in us,NA
2006,Married,41,Black,$25000 or more,democrat,Protestant,Southern baptist,3
2006,Married,47,Black,Not applicable,democrat,Protestant,Other,NA
2006,Married,48,White,Refused,other party,Protestant,Other,1
2006,Widowed,63,White,Not applicable,democrat,Catholic,Not applicable,NA
2006,Married,27,White,$25000 or more,republican,Protestant,Southern baptist,NA
2006,Married,54,Black,$20000 - 24999,democrat,Protestant,Baptist-dk which,NA
2006,Never married,28,Black,$25000 or more,other party,Protestant,Baptist-dk which,2
2006,Divorced,65,White,$25000 or more,democrat,Protestant,Southern baptist,NA
2006,Married,46,Black,Not applicable,democrat,None,Not applicable,NA
2006,Never married,44,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Married,65,Black,$10000 - 14999,democrat,Protestant,Afr meth episcopal,4
2006,Widowed,59,Black,$25000 or more,democrat,Protestant,Other,NA
2006,Married,43,Black,$10000 - 14999,democrat,Christian,No denomination,NA
2006,Never married,49,Black,Not applicable,democrat,Protestant,Baptist-dk which,3
2006,Never married,38,Black,Not applicable,democrat,Protestant,Afr meth ep zion,NA
2006,Married,55,Black,$25000 or more,democrat,Protestant,Southern baptist,2
2006,Married,23,Black,$10000 - 14999,democrat,Protestant,Baptist-dk which,7
2006,Separated,52,Black,Lt $1000,republican,Protestant,Am baptist asso,NA
2006,Divorced,33,Black,$10000 - 14999,democrat,Protestant,Baptist-dk which,NA
2006,Never married,33,Black,No answer,other party,Protestant,Baptist-dk which,8
2006,Never married,33,Black,$10000 - 14999,democrat,None,Not applicable,NA
2006,Widowed,66,Black,Not applicable,democrat,Protestant,Nat bapt conv of am,NA
2006,Divorced,46,Black,$5000 to 5999,democrat,Protestant,Other,NA
2006,Divorced,34,White,$20000 - 24999,democrat,Protestant,Other,4
2006,Married,38,Black,$25000 or more,democrat,Protestant,Baptist-dk which,NA
2006,Never married,39,Black,$8000 to 9999,democrat,Protestant,Other,NA
2006,Married,34,Black,$25000 or more,democrat,Protestant,Methodist-dk which,NA
2006,Widowed,62,Black,$1000 to 2999,democrat,Protestant,United methodist,NA
2006,Never married,29,White,Not applicable,republican,Protestant,Methodist-dk which,1
2006,Widowed,89,White,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Never married,39,Other,Not applicable,other party,Catholic,Not applicable,NA
2006,Married,20,Other,Not applicable,other party,Protestant,Baptist-dk which,1
2006,Married,58,White,Refused,republican,Protestant,Baptist-dk which,NA
2006,Married,48,White,$20000 - 24999,other party,Protestant,Baptist-dk which,NA
2006,Divorced,58,White,$25000 or more,republican,Protestant,Luth ch in america,NA
2006,Married,61,White,$25000 or more,republican,Protestant,Southern baptist,4
2006,Married,48,White,$25000 or more,republican,Protestant,Southern baptist,NA
2006,Never married,74,White,Not applicable,other party,Protestant,Southern baptist,2
2006,Never married,21,White,$8000 to 9999,other party,None,Not applicable,NA
2006,Divorced,40,White,$15000 - 19999,republican,Protestant,Other,3
2006,Married,31,White,Not applicable,republican,Protestant,Other,NA
2006,Married,36,White,Not applicable,republican,Protestant,Southern baptist,2
2006,Widowed,65,White,Not applicable,republican,Protestant,Southern baptist,NA
2006,Never married,66,White,Don't know,republican,Protestant,Southern baptist,4
2006,Married,76,White,Not applicable,republican,Protestant,Southern baptist,1
2006,Married,54,White,$25000 or more,democrat,Protestant,Southern baptist,NA
2006,Married,53,White,$8000 to 9999,republican,Protestant,Southern baptist,2
2006,Widowed,81,White,Not applicable,republican,Protestant,Southern baptist,1
2006,Never married,18,White,Not applicable,other party,Protestant,Other,1
2006,Married,45,White,$25000 or more,republican,Protestant,Southern baptist,3
2006,Married,84,White,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Married,73,White,Not applicable,democrat,Protestant,Southern baptist,4
2006,Married,38,White,$25000 or more,other party,Protestant,Southern baptist,NA
2006,Married,26,White,$15000 - 19999,democrat,Protestant,Southern baptist,2
2006,Never married,28,Black,Refused,democrat,Protestant,Southern baptist,NA
2006,Widowed,80,Black,Not applicable,other party,Protestant,Episcopal,12
2006,Never married,18,Black,Lt $1000,democrat,Protestant,Baptist-dk which,NA
2006,Married,43,Black,Not applicable,democrat,Protestant,Other,NA
2006,Married,49,Black,$25000 or more,democrat,Protestant,Baptist-dk which,NA
2006,Never married,43,Black,$20000 - 24999,democrat,Other,Not applicable,NA
2006,Married,32,Black,$25000 or more,other party,Protestant,Other,NA
2006,Separated,57,Black,$20000 - 24999,democrat,Protestant,Baptist-dk which,12
2006,Divorced,67,White,$25000 or more,democrat,Protestant,Southern baptist,NA
2006,Never married,22,Black,Lt $1000,democrat,Protestant,Baptist-dk which,6
2006,Divorced,32,Black,No answer,democrat,Protestant,Baptist-dk which,2
2006,Married,30,White,$25000 or more,democrat,Protestant,Southern baptist,2
2006,Married,53,White,No answer,republican,None,Not applicable,NA
2006,Married,62,White,Not applicable,republican,Protestant,Other,1
2006,Married,53,Other,Don't know,other party,No answer,No answer,3
2006,Married,25,White,$20000 - 24999,other party,Protestant,Other,NA
2006,Divorced,63,White,Not applicable,other party,Protestant,United methodist,NA
2006,Married,74,White,Not applicable,republican,Protestant,Other,2
2006,Married,60,White,$25000 or more,democrat,Protestant,Southern baptist,2
2006,Married,62,White,$20000 - 24999,republican,Protestant,Southern baptist,3
2006,Married,45,White,$25000 or more,republican,Christian,No denomination,NA
2006,Married,40,White,Refused,republican,Protestant,Southern baptist,2
2006,Widowed,60,White,$10000 - 14999,other party,Protestant,Southern baptist,2
2006,Married,70,White,Not applicable,republican,Protestant,Southern baptist,NA
2006,Married,82,White,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Divorced,73,White,Not applicable,democrat,Protestant,Southern baptist,6
2006,Separated,59,Black,Not applicable,republican,Protestant,Other,10
2006,Widowed,57,Black,$10000 - 14999,democrat,Protestant,Baptist-dk which,NA
2006,Never married,29,White,Not applicable,other party,Protestant,Baptist-dk which,NA
2006,Widowed,62,Black,Not applicable,democrat,Protestant,Afr meth episcopal,3
2006,Never married,28,Black,$25000 or more,democrat,Protestant,Afr meth episcopal,NA
2006,Never married,26,Black,$4000 to 4999,other party,Protestant,Am bapt ch in usa,NA
2006,Never married,29,Black,Not applicable,democrat,None,Not applicable,NA
2006,Never married,40,Black,Not applicable,democrat,Jewish,Not applicable,NA
2006,Married,72,White,Refused,other party,Catholic,Not applicable,NA
2006,Divorced,55,Black,Not applicable,democrat,Protestant,Baptist-dk which,12
2006,Married,47,Black,$25000 or more,democrat,Protestant,Afr meth ep zion,NA
2006,Married,45,Black,$20000 - 24999,democrat,Protestant,Afr meth episcopal,NA
2006,Never married,30,Black,$15000 - 19999,democrat,Protestant,Afr meth ep zion,NA
2006,Widowed,78,White,Not applicable,other party,Protestant,Baptist-dk which,1
2006,Married,60,White,Not applicable,democrat,Protestant,Presbyterian-dk wh,2
2006,Married,43,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Married,47,White,$20000 - 24999,other party,Catholic,Not applicable,4
2006,Married,83,Black,Not applicable,democrat,Protestant,Baptist-dk which,3
2006,Never married,24,White,Not applicable,other party,Protestant,Baptist-dk which,NA
2006,Never married,26,Black,$10000 - 14999,republican,Protestant,Other,NA
2006,Divorced,38,Black,$20000 - 24999,democrat,Protestant,Baptist-dk which,NA
2006,Married,69,White,Not applicable,democrat,Protestant,Other,6
2006,Married,48,Black,$25000 or more,democrat,Protestant,Afr meth episcopal,NA
2006,Divorced,44,Black,Not applicable,democrat,Protestant,Other,4
2006,Never married,24,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Never married,26,Black,$20000 - 24999,other party,Protestant,Baptist-dk which,NA
2006,Married,24,White,$20000 - 24999,republican,Protestant,United methodist,NA
2006,Married,78,White,Not applicable,other party,Catholic,Not applicable,2
2006,Never married,20,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Never married,26,Black,$4000 to 4999,democrat,Protestant,Baptist-dk which,NA
2006,Married,43,Black,$7000 to 7999,democrat,Protestant,Afr meth ep zion,1
2006,Never married,26,Black,$4000 to 4999,democrat,Protestant,Baptist-dk which,7
2006,Never married,27,Black,Not applicable,democrat,Protestant,Baptist-dk which,7
2006,Never married,25,Black,Lt $1000,democrat,Protestant,No denomination,NA
2006,Never married,25,Black,Not applicable,other party,Protestant,Southern baptist,NA
2006,Never married,25,Black,Not applicable,democrat,Protestant,Baptist-dk which,1
2006,Widowed,53,Black,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Never married,41,Black,$5000 to 5999,republican,Protestant,Baptist-dk which,NA
2006,Married,41,Black,$25000 or more,democrat,Protestant,Southern baptist,3
2006,Never married,22,Black,Not applicable,republican,Protestant,Other,2
2006,Married,28,Black,Not applicable,democrat,Protestant,Other,NA
2006,Divorced,42,Black,$25000 or more,other party,Protestant,Other,NA
2006,Never married,22,White,$4000 to 4999,democrat,Catholic,Not applicable,NA
2006,Never married,34,Black,$25000 or more,democrat,Protestant,Nat bapt conv of am,NA
2006,Never married,49,Black,$15000 - 19999,democrat,Protestant,No denomination,NA
2006,Never married,25,White,$10000 - 14999,republican,Catholic,Not applicable,NA
2006,Married,39,Other,$25000 or more,democrat,None,Not applicable,NA
2006,Divorced,43,Black,$15000 - 19999,other party,Protestant,Am bapt ch in usa,6
2006,Married,65,White,$25000 or more,democrat,Catholic,Not applicable,4
2006,Divorced,NA,Black,$25000 or more,democrat,Protestant,Other,5
2006,Married,63,Black,$25000 or more,other party,Protestant,Other,NA
2006,Married,52,White,$25000 or more,other party,None,Not applicable,3
2006,Never married,27,Black,Lt $1000,democrat,Protestant,Baptist-dk which,12
2006,Divorced,35,White,$10000 - 14999,other party,Christian,No denomination,2
2006,Separated,36,Black,$3000 to 3999,republican,Protestant,Baptist-dk which,15
2006,Married,42,White,$15000 - 19999,other party,None,Not applicable,2
2006,Never married,19,White,$1000 to 2999,republican,Protestant,Other,NA
2006,Widowed,82,White,Not applicable,democrat,Protestant,Other,NA
2006,Separated,45,White,$25000 or more,democrat,Protestant,Other,NA
2006,Married,32,Other,$5000 to 5999,other party,Catholic,Not applicable,2
2006,Married,NA,White,$20000 - 24999,other party,Protestant,Southern baptist,NA
2006,Married,29,Other,Not applicable,republican,Catholic,Not applicable,12
2006,Never married,47,Other,$10000 - 14999,other party,Protestant,Other,NA
2006,Widowed,89,White,Not applicable,democrat,Protestant,United methodist,NA
2006,Married,37,Black,$25000 or more,democrat,Protestant,Other,3
2006,Married,39,White,$15000 - 19999,other party,Protestant,Other,3
2006,Never married,22,Other,$5000 to 5999,other party,Catholic,Not applicable,1
2006,Married,72,White,Not applicable,democrat,Christian,No denomination,10
2006,Married,43,Other,$15000 - 19999,other party,None,Not applicable,NA
2006,Never married,38,White,$15000 - 19999,other party,Catholic,Not applicable,NA
2006,Separated,41,Other,$10000 - 14999,other party,Catholic,Not applicable,1
2006,Never married,26,Black,$25000 or more,democrat,None,Not applicable,NA
2006,Married,47,Black,$15000 - 19999,other party,Protestant,Am baptist asso,NA
2006,Married,28,Other,$4000 to 4999,republican,Protestant,Other,NA
2006,Married,32,White,Not applicable,republican,Protestant,Other,NA
2006,Married,59,White,$25000 or more,other party,Protestant,Other,NA
2006,Separated,43,White,$25000 or more,republican,Protestant,Other,2
2006,Never married,65,White,Not applicable,republican,Protestant,Other,3
2006,Married,50,White,Not applicable,republican,Protestant,Other,NA
2006,Married,52,White,$25000 or more,other party,Protestant,Other,NA
2006,Never married,27,White,$3000 to 3999,democrat,Protestant,Am baptist asso,5
2006,Divorced,69,White,Not applicable,democrat,Protestant,Other,NA
2006,Married,47,White,$4000 to 4999,republican,Protestant,Other,2
2006,Widowed,50,White,Not applicable,democrat,Christian,No denomination,NA
2006,Married,40,White,$8000 to 9999,democrat,None,Not applicable,NA
2006,Widowed,82,White,Not applicable,democrat,Protestant,Other,8
2006,Married,36,White,$25000 or more,democrat,Protestant,Other,1
2006,Married,37,White,$20000 - 24999,other party,Protestant,Other,NA
2006,Married,41,White,$10000 - 14999,republican,Protestant,Other,NA
2006,Widowed,78,White,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Divorced,61,White,$20000 - 24999,democrat,Protestant,Baptist-dk which,NA
2006,Never married,22,Black,Don't know,other party,Protestant,Baptist-dk which,5
2006,Married,36,White,$25000 or more,republican,Protestant,Other baptists,NA
2006,Divorced,40,White,$10000 - 14999,republican,Protestant,United methodist,NA
2006,Widowed,64,White,Not applicable,democrat,None,Not applicable,NA
2006,Never married,22,Black,$8000 to 9999,republican,Protestant,Baptist-dk which,3
2006,Divorced,49,Black,$25000 or more,democrat,Protestant,Other,4
2006,Widowed,79,White,Not applicable,republican,Protestant,United methodist,NA
2006,Separated,59,White,Not applicable,republican,Protestant,Southern baptist,14
2006,Widowed,77,White,Not applicable,democrat,Protestant,Other,NA
2006,Widowed,77,White,Not applicable,democrat,Protestant,Other,NA
2006,Never married,28,Other,$20000 - 24999,other party,Catholic,Not applicable,NA
2006,Married,48,White,$10000 - 14999,other party,Protestant,Other,NA
2006,Divorced,58,Black,$10000 - 14999,democrat,Protestant,Other,10
2006,Married,63,White,$6000 to 6999,other party,Protestant,Southern baptist,NA
2006,Married,32,White,Not applicable,other party,Protestant,Other,4
2006,Married,54,Black,$15000 - 19999,democrat,Protestant,Other,NA
2006,Widowed,74,Black,Not applicable,democrat,Protestant,Other,7
2006,Widowed,77,White,Not applicable,other party,Protestant,Other,6
2006,Divorced,50,Black,Not applicable,democrat,Protestant,United methodist,NA
2006,Widowed,76,Black,Not applicable,democrat,Protestant,Baptist-dk which,6
2006,Married,47,Black,$15000 - 19999,democrat,Protestant,Southern baptist,NA
2006,Widowed,79,White,Not applicable,democrat,Protestant,Other,NA
2006,Widowed,66,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Married,71,Black,Not applicable,democrat,Protestant,Presbyterian-dk wh,5
2006,Married,31,Black,$1000 to 2999,democrat,Protestant,Other,NA
2006,Married,66,Black,Lt $1000,democrat,Protestant,United methodist,NA
2006,Separated,33,Black,$25000 or more,democrat,Protestant,Nat bapt conv usa,NA
2006,Divorced,45,Black,$10000 - 14999,democrat,Protestant,Am baptist asso,NA
2006,Never married,51,Black,Not applicable,democrat,Protestant,Baptist-dk which,6
2006,Married,38,Black,$15000 - 19999,democrat,Protestant,Baptist-dk which,3
2006,Divorced,56,Black,Not applicable,democrat,Protestant,Am bapt ch in usa,NA
2006,Never married,29,White,Not applicable,republican,Protestant,Presbyterian c in us,5
2006,Widowed,54,White,$15000 - 19999,republican,Protestant,Other,NA
2006,Never married,26,Other,$6000 to 6999,other party,None,Not applicable,2
2006,Divorced,42,White,$25000 or more,democrat,Protestant,Am baptist asso,2
2006,Married,52,White,$20000 - 24999,other party,Protestant,Baptist-dk which,NA
2006,Married,37,White,$25000 or more,other party,Protestant,Am bapt ch in usa,NA
2006,Married,52,White,$15000 - 19999,republican,None,Not applicable,NA
2006,Never married,67,White,Not applicable,other party,Protestant,Southern baptist,NA
2006,Never married,23,White,$15000 - 19999,republican,Protestant,Am baptist asso,4
2006,Never married,67,White,Not applicable,democrat,Protestant,Other,NA
2006,Married,56,White,$25000 or more,republican,Protestant,No denomination,2
2006,Married,29,White,$25000 or more,democrat,Protestant,Other,3
2006,Widowed,67,White,Not applicable,democrat,Protestant,No denomination,NA
2006,Married,43,White,$25000 or more,democrat,Protestant,Other,3
2006,Divorced,42,White,$25000 or more,republican,Protestant,Southern baptist,NA
2006,Divorced,65,White,$8000 to 9999,democrat,Protestant,Southern baptist,NA
2006,Never married,20,Other,$8000 to 9999,democrat,Protestant,Baptist-dk which,NA
2006,Married,24,Other,Not applicable,republican,Catholic,Not applicable,8
2006,Never married,50,White,$25000 or more,democrat,Protestant,No denomination,2
2006,Married,51,White,$25000 or more,republican,Protestant,Southern baptist,3
2006,Married,72,White,Not applicable,democrat,Protestant,Other,NA
2006,Married,52,White,$20000 - 24999,republican,Protestant,Southern baptist,NA
2006,Married,73,White,Not applicable,democrat,Protestant,United methodist,4
2006,Divorced,54,White,$25000 or more,democrat,Protestant,Southern baptist,2
2006,Never married,23,White,Lt $1000,democrat,Protestant,Other,NA
2006,Divorced,40,White,$25000 or more,democrat,Protestant,Other,2
2006,Married,43,White,$25000 or more,democrat,Protestant,United methodist,NA
2006,Divorced,29,White,$25000 or more,republican,Protestant,Baptist-dk which,2
2006,Divorced,37,White,$20000 - 24999,democrat,Protestant,Other,NA
2006,Divorced,32,Other,$25000 or more,democrat,Protestant,Southern baptist,2
2006,Never married,20,White,$15000 - 19999,democrat,Other,Not applicable,3
2006,Married,84,Other,Not applicable,democrat,Protestant,Southern baptist,3
2006,Married,31,White,Not applicable,republican,Protestant,Other,2
2006,Divorced,40,White,$25000 or more,democrat,Protestant,Baptist-dk which,NA
2006,Married,50,White,$25000 or more,democrat,Protestant,Other,3
2006,Widowed,59,White,$20000 - 24999,republican,Protestant,No denomination,2
2006,Never married,21,White,$7000 to 7999,republican,Protestant,Other,NA
2006,Divorced,67,White,$25000 or more,other party,Protestant,Southern baptist,4
2006,Married,35,White,Refused,other party,Inter-nondenominational,Not applicable,NA
2006,Never married,33,Black,Don't know,democrat,Protestant,Baptist-dk which,NA
2006,Married,69,White,$25000 or more,republican,Protestant,No denomination,NA
2006,Married,36,White,Not applicable,republican,Protestant,Am bapt ch in usa,2
2006,Divorced,46,White,$25000 or more,republican,Protestant,Other,3
2006,Separated,35,White,$1000 to 2999,other party,Catholic,Not applicable,NA
2006,Never married,19,White,$10000 - 14999,republican,Protestant,Baptist-dk which,4
2006,Divorced,47,White,$25000 or more,democrat,Protestant,Southern baptist,NA
2006,Married,64,White,Not applicable,republican,Protestant,Southern baptist,8
2006,Married,69,White,Not applicable,democrat,Protestant,Other baptists,NA
2006,Married,36,Black,$1000 to 2999,democrat,Protestant,United methodist,NA
2006,Married,68,White,Lt $1000,democrat,None,Not applicable,NA
2006,Divorced,64,White,Not applicable,other party,Protestant,Southern baptist,1
2006,Divorced,31,White,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Married,43,White,$25000 or more,other party,None,Not applicable,NA
2006,Married,25,White,$25000 or more,democrat,Protestant,Southern baptist,1
2006,Married,63,White,Not applicable,republican,Protestant,United methodist,NA
2006,Married,27,White,Not applicable,other party,Protestant,No denomination,NA
2006,Divorced,34,White,$10000 - 14999,republican,Protestant,Southern baptist,3
2006,Married,55,White,Not applicable,other party,Catholic,Not applicable,5
2006,Divorced,30,White,$25000 or more,republican,None,Not applicable,NA
2006,Married,54,White,$25000 or more,democrat,Protestant,Other baptists,NA
2006,Never married,21,White,Not applicable,republican,Protestant,Southern baptist,NA
2006,Married,48,Other,Not applicable,democrat,Catholic,Not applicable,NA
2006,Divorced,45,White,$25000 or more,other party,Protestant,United methodist,NA
2006,Married,33,White,Not applicable,republican,Catholic,Not applicable,2
2006,Married,63,White,Not applicable,republican,Protestant,Other presbyterian,NA
2006,Divorced,63,White,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Married,53,White,$25000 or more,republican,Protestant,No denomination,2
2006,Married,59,White,$25000 or more,democrat,Protestant,Southern baptist,NA
2006,Widowed,84,White,Not applicable,democrat,Catholic,Not applicable,NA
2006,Married,75,White,Not applicable,democrat,Protestant,No denomination,NA
2006,Married,22,White,Lt $1000,republican,Protestant,Southern baptist,3
2006,Never married,63,White,Not applicable,republican,Protestant,No denomination,NA
2006,Married,54,White,$25000 or more,democrat,Protestant,"Presbyterian, merged",2
2006,Married,32,White,$20000 - 24999,republican,Protestant,Southern baptist,NA
2006,Married,59,White,$25000 or more,republican,Protestant,No denomination,2
2006,Married,59,White,$10000 - 14999,republican,Protestant,United methodist,4
2006,Married,48,White,$25000 or more,other party,Protestant,United methodist,NA
2006,Married,38,White,Not applicable,republican,Protestant,No denomination,1
2006,Married,63,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Married,64,White,$20000 - 24999,democrat,Protestant,Other,NA
2006,Never married,40,White,Don't know,other party,Protestant,Baptist-dk which,NA
2006,Divorced,38,White,$15000 - 19999,republican,Protestant,Other,1
2006,Married,53,White,$10000 - 14999,republican,Protestant,Southern baptist,NA
2006,Married,47,White,$10000 - 14999,democrat,Protestant,Evangelical luth,2
2006,Divorced,22,White,$10000 - 14999,democrat,Protestant,Southern baptist,NA
2006,Married,37,White,Not applicable,republican,Protestant,Baptist-dk which,3
2006,Divorced,51,White,$25000 or more,democrat,Protestant,Southern baptist,NA
2006,Separated,39,White,Refused,republican,Protestant,No denomination,0
2006,Divorced,38,White,Not applicable,republican,None,Not applicable,NA
2006,Married,72,White,Not applicable,democrat,Protestant,Other,NA
2006,Divorced,51,White,$25000 or more,democrat,Protestant,Southern baptist,NA
2006,Never married,49,Black,$25000 or more,democrat,Protestant,Other,NA
2006,Married,55,White,$7000 to 7999,republican,Protestant,Southern baptist,NA
2006,Married,73,White,Not applicable,democrat,Protestant,United methodist,10
2006,Married,59,White,$25000 or more,democrat,Protestant,United methodist,NA
2006,Divorced,66,White,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Married,39,White,$6000 to 6999,republican,Protestant,No denomination,2
2006,Never married,46,White,$15000 - 19999,democrat,Protestant,No denomination,NA
2006,Never married,31,White,$25000 or more,republican,Protestant,United methodist,0
2006,Married,42,White,Not applicable,democrat,Catholic,Not applicable,NA
2006,Married,43,Other,$4000 to 4999,other party,Catholic,Not applicable,3
2006,Divorced,64,Other,Not applicable,other party,Catholic,Not applicable,8
2006,Widowed,49,Other,$15000 - 19999,other party,Protestant,No denomination,6
2006,Separated,51,Other,$5000 to 5999,other party,Catholic,Not applicable,2
2006,Married,23,White,$5000 to 5999,other party,Catholic,Not applicable,4
2006,Married,36,Black,Not applicable,other party,Protestant,Other,12
2006,Divorced,46,White,$25000 or more,democrat,Protestant,Methodist-dk which,4
2006,Divorced,45,Other,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Divorced,44,Other,$8000 to 9999,other party,Catholic,Not applicable,NA
2006,Separated,62,Other,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Widowed,47,Other,Not applicable,other party,Catholic,Not applicable,NA
2006,Never married,43,Other,Not applicable,other party,Protestant,Other,NA
2006,Divorced,63,Black,$25000 or more,democrat,Catholic,Not applicable,3
2006,Married,76,White,$5000 to 5999,democrat,Protestant,Other,4
2006,Married,59,White,$25000 or more,republican,None,Not applicable,NA
2006,Divorced,67,White,Not applicable,republican,Protestant,No denomination,2
2006,Married,39,Other,$25000 or more,republican,Catholic,Not applicable,NA
2006,Widowed,56,Black,Not applicable,democrat,Protestant,Other,1
2006,Married,46,White,$25000 or more,republican,Protestant,Episcopal,NA
2006,Divorced,53,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Never married,56,Black,Not applicable,other party,Protestant,Am baptist asso,NA
2006,Married,39,Black,$25000 or more,democrat,Protestant,Other baptists,NA
2006,Married,55,Other,$25000 or more,other party,Protestant,Other,2
2006,Never married,18,Other,Not applicable,other party,Catholic,Not applicable,1
2006,Married,46,White,$25000 or more,other party,Protestant,Episcopal,NA
2006,Separated,53,White,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Separated,46,White,$25000 or more,other party,Protestant,Baptist-dk which,3
2006,Widowed,68,White,$15000 - 19999,democrat,Catholic,Not applicable,6
2006,Widowed,36,White,$5000 to 5999,democrat,Protestant,No denomination,NA
2006,Married,68,White,Not applicable,democrat,Protestant,No denomination,NA
2006,Married,36,White,$20000 - 24999,republican,Protestant,No denomination,NA
2006,Married,56,White,$25000 or more,other party,No answer,No answer,NA
2006,Married,31,White,$25000 or more,republican,Protestant,Episcopal,NA
2006,Never married,23,White,$20000 - 24999,republican,Protestant,Other,2
2006,Widowed,69,Other,$4000 to 4999,democrat,Catholic,Not applicable,8
2006,Married,53,White,Not applicable,republican,Protestant,Other,NA
2006,Married,58,White,Refused,other party,Catholic,Not applicable,3
2006,Divorced,48,White,No answer,democrat,Catholic,Not applicable,5
2006,Married,60,Other,$25000 or more,democrat,Catholic,Not applicable,2
2006,Never married,24,White,$25000 or more,republican,Christian,No denomination,0
2006,Separated,53,White,Not applicable,other party,Protestant,No denomination,1
2006,Married,81,White,Not applicable,republican,Protestant,Baptist-dk which,5
2006,Never married,20,White,Refused,other party,None,Not applicable,NA
2006,Married,71,White,Not applicable,democrat,Catholic,Not applicable,NA
2006,Never married,54,White,$10000 - 14999,democrat,Protestant,Don't know,3
2006,Divorced,48,White,$20000 - 24999,democrat,Protestant,United methodist,NA
2006,Never married,59,White,Refused,republican,Protestant,United methodist,NA
2006,Married,55,White,$25000 or more,democrat,Protestant,United methodist,1
2006,Divorced,75,White,Refused,democrat,Protestant,Methodist-dk which,NA
2006,Never married,20,White,Not applicable,democrat,None,Not applicable,NA
2006,Never married,27,Black,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Married,37,White,Not applicable,democrat,Protestant,No denomination,NA
2006,Married,39,White,Not applicable,democrat,None,Not applicable,3
2006,Divorced,41,White,$20000 - 24999,other party,Protestant,United methodist,NA
2006,Divorced,43,White,Not applicable,republican,Protestant,Southern baptist,NA
2006,Separated,44,Other,Refused,republican,Protestant,Other,NA
2006,Separated,67,White,Lt $1000,republican,Protestant,Other,NA
