token,pos
be,AUX
Psyche,PRON
",",PUNCT
your,PRON
soul,NOUN
.,PUNCT
"""",PUNCT
Amory,DET
flushed,NOUN
",",PUNCT
happily,ADV
invisible,ADJ
under,ADP
the,DET
curtain,NOUN
of,ADP
wind,NOUN
and,CCONJ
rain,NOUN
.,PUNCT
They,PRON
were,AUX
sitting,VERB
opposite,ADJ
each,DET
other,ADJ
in,ADP
a,DET
slight,ADJ
hollow,NOUN
in,ADP
the,DET
hay,NOUN
with,ADP
the,DET
raincoat,NOUN
spread,VERB
over,ADV
most,ADV
of,ADP
them,PRON
",",PUNCT
and,CCONJ
the,DET
rain,NOUN
doing,VERB
for,ADP
the,DET
rest,NOUN
.,PUNCT
Amory,PROPN
was,AUX
trying,VERB
desperately,ADV
to,PART
see,VERB
Psyche,PRON
",",PUNCT
but,CCONJ
the,DET
lightning,NOUN
refused,VERB
to,PART
flash,VERB
again,ADV
",",PUNCT
and,CCONJ
he,PRON
waited,VERB
impatiently,ADV
.,PUNCT
Good,ADJ
Lord,NOUN
!,PUNCT
supposing,VERB
she,PRON
was,AUX
n't,PART
beautiful,ADJ
--,PUNCT
supposing,VERB
she,PRON
was,AUX
forty,ADJ
and,CCONJ
pedantic,ADJ
--,PUNCT
heavens,NOUN
!,PUNCT
Suppose,VERB
",",PUNCT
only,ADV
suppose,VERB
",",PUNCT
she,PRON
was,AUX
mad,ADJ
.,PUNCT
But,CCONJ
he,PRON
knew,VERB
the,DET
last,ADJ
was,AUX
unworthy,ADJ
.,PUNCT
Here,ADV
had,AUX
Providence,NOUN
sent,VERB
a,DET
girl,NOUN
to,PART
amuse,VERB
him,PRON
just,ADV
as,SCONJ
it,PRON
sent,VERB
Benvenuto,PROPN
Cellini,PROPN
men,NOUN
to,PART
murder,VERB
",",PUNCT
and,CCONJ
he,PRON
was,AUX
wondering,VERB
if,SCONJ
she,PRON
was,AUX
mad,ADJ
",",PUNCT
just,ADV
because,SCONJ
she,PRON
exactly,ADV
filled,VERB
his,PRON
mood,NOUN
.,PUNCT
"""",PUNCT
I,PRON
'm,AUX
not,PART
",",PUNCT
"""",PUNCT
she,PRON
said,VERB
.,PUNCT
"""",PUNCT
Not,PART
what,PRON
?,PUNCT
"""",PUNCT
"""",PUNCT
Not,PART
mad,ADJ
.,PUNCT
I,PRON
did,AUX
n't,PART
think,VERB
you,PRON
were,AUX
mad,ADJ
when,ADV
I,PRON
first,ADV
saw,VERB
you,PRON
",",PUNCT
so,SCONJ
it,PRON
is,AUX
n't,PART
fair,ADJ
that,SCONJ
you,PRON
should,AUX
think,VERB
so,ADV
of,ADP
me,PRON
.,PUNCT
"""",PUNCT
"""",PUNCT
How,ADV
on,ADP
earth,NOUN
--,PUNCT
"""",PUNCT
As,ADV
long,ADV
as,SCONJ
they,PRON
knew,VERB
each,DET
other,ADJ
Eleanor,PROPN
and,CCONJ
Amory,PROPN
could,AUX
be,AUX
"""",PUNCT
on,ADP
a,DET
subject,ADJ
"""",PUNCT
and,CCONJ
stop,VERB
talking,VERB
with,ADP
the,DET
definite,ADJ
thought,NOUN
of,ADP
it,PRON
in,ADP
their,PRON
heads,NOUN
",",PUNCT
yet,ADV
ten,NUM
minutes,NOUN
later,ADV
speak,VERB
aloud,ADV
and,CCONJ
find,VERB
that,SCONJ
their,PRON
minds,NOUN
had,AUX
followed,VERB
the,DET
same,ADJ
channels,NOUN
and,CCONJ
led,VERB
them,PRON
each,DET
to,ADP
a,DET
parallel,NOUN
idea,NOUN
",",PUNCT
an,DET
idea,NOUN
that,SCONJ
others,NOUN
would,AUX
have,AUX
found,VERB
absolutely,ADV
unconnected,ADJ
with,ADP
the,DET
first,NOUN
.,PUNCT
"""",PUNCT
Tell,VERB
me,PRON
",",PUNCT
"""",PUNCT
he,PRON
demanded,VERB
",",PUNCT
leaning,VERB
forward,ADV
eagerly,ADV
",",PUNCT
"""",PUNCT
how,ADV
do,AUX
you,PRON
know,VERB
about,ADV
'Ulalume,ADJ
'--,PUNCT
how,ADV
did,AUX
you,PRON
know,VERB
the,DET
color,NOUN
of,ADP
my,PRON
hair,NOUN
?,PUNCT
What,PRON
's,AUX
your,PRON
name,NOUN
?,PUNCT
What,PRON
were,AUX
you,PRON
doing,VERB
here,ADV
?,PUNCT
Tell,VERB
me,PRON
all,DET
at,ADP
once,ADV
!,PUNCT
"""",PUNCT
Suddenly,ADV
the,DET
lightning,NOUN
flashed,VERB
in,ADV
with,ADP
a,DET
leap,NOUN
of,SCONJ
overreaching,VERB
light,NOUN
and,CCONJ
he,PRON
saw,VERB
Eleanor,PROPN
",",PUNCT
and,CCONJ
looked,VERB
for,ADP
the,DET
first,ADJ
time,NOUN
into,ADP
those,DET
eyes,NOUN
of,ADP
hers,PRON
.,PUNCT
Oh,INTJ
",",PUNCT
she,PRON
was,AUX
magnificent,ADJ
--pale,ADJ
skin,NOUN
",",PUNCT
the,DET
color,NOUN
of,ADP
marble,NOUN
in,ADP
starlight,NOUN
",",PUNCT
slender,NOUN
brows,NOUN
",",PUNCT
and,CCONJ
eyes,NOUN
that,PRON
glittered,VERB
green,ADJ
as,ADP
emeralds,NOUN
in,ADP
the,DET
blinding,NOUN
glare,NOUN
.,PUNCT
She,PRON
was,AUX
a,DET
witch,NOUN
",",PUNCT
of,ADP
perhaps,ADV
nineteen,NUM
",",PUNCT
he,PRON
judged,VERB
",",PUNCT
alert,NOUN
and,CCONJ
dreamy,NOUN
and,CCONJ
with,ADP
the,DET
tell,ADJ
-,PUNCT
tale,ADJ
white,ADJ
line,NOUN
over,ADP
her,PRON
upper,ADJ
lip,NOUN
that,PRON
was,AUX
a,DET
weakness,NOUN
and,CCONJ
a,DET
delight,NOUN
.,PUNCT
He,PRON
sank,VERB
back,ADV
with,ADP
a,DET
gasp,NOUN
against,ADP
the,DET
wall,NOUN
of,ADP
hay,NOUN
.,PUNCT
"""",PUNCT
Now,ADV
you,PRON
've,AUX
seen,VERB
me,PRON
",",PUNCT
"""",PUNCT
she,PRON
said,VERB
calmly,ADV
",",PUNCT
"""",PUNCT
and,CCONJ
I,PRON
suppose,VERB
you,PRON
're,AUX
about,ADP
to,ADP
say,VERB
that,SCONJ
my,PRON
green,ADJ
eyes,NOUN
are,AUX
burning,VERB
into,ADP
your,PRON
brain,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
What,DET
color,NOUN
is,AUX
your,PRON
hair,NOUN
?,PUNCT
"""",PUNCT
he,PRON
asked,VERB
intently,ADV
.,PUNCT
"""",PUNCT
It,PRON
's,AUX
bobbed,VERB
",",PUNCT
is,AUX
n't,PART
it,PRON
?,PUNCT
"""",PUNCT
"""",PUNCT
Yes,INTJ
",",PUNCT
it,PRON
's,AUX
bobbed,VERB
.,PUNCT
I,PRON
do,AUX
n't,PART
know,VERB
what,DET
color,NOUN
it,PRON
is,VERB
",",PUNCT
"""",PUNCT
she,PRON
answered,VERB
",",PUNCT
musing,VERB
",",PUNCT
"""",PUNCT
so,ADV
many,ADJ
men,NOUN
have,AUX
asked,VERB
me,PRON
.,PUNCT
It,PRON
's,AUX
medium,ADJ
",",PUNCT
I,PRON
suppose,VERB
--,PUNCT
No,DET
one,NOUN
ever,ADV
looks,VERB
long,ADJ
at,ADP
my,PRON
hair,NOUN
.,PUNCT
I,PRON
've,AUX
got,VERB
beautiful,ADJ
eyes,NOUN
",",PUNCT
though,ADV
",",PUNCT
have,AUX
n't,PART
I,PRON
.,PUNCT
I,PRON
do,AUX
n't,PART
care,VERB
what,PRON
you,PRON
say,VERB
",",PUNCT
I,PRON
have,VERB
beautiful,ADJ
eyes,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Answer,VERB
my,PRON
question,NOUN
",",PUNCT
Madeline,PROPN
.,PUNCT
"""",PUNCT
"""",PUNCT
Do,AUX
n't,PART
remember,VERB
them,PRON
all,DET
--,PUNCT
besides,ADP
my,PRON
name,NOUN
is,AUX
n't,PART
Madeline,VERB
",",PUNCT
it,PRON
's,AUX
Eleanor,PROPN
.,PUNCT
"""",PUNCT
"""",PUNCT
I,PRON
might,AUX
have,AUX
guessed,VERB
it,PRON
.,PUNCT
You,PRON
_,SYM
look,VERB
_,SYM
like,ADP
Eleanor,PROPN
--,PUNCT
you,PRON
have,VERB
that,SCONJ
Eleanor,PROPN
look,VERB
.,PUNCT
You,PRON
know,VERB
what,PRON
I,PRON
mean,VERB
.,PUNCT
"""",PUNCT
There,PRON
was,AUX
a,DET
silence,NOUN
as,SCONJ
they,PRON
listened,VERB
to,ADP
the,DET
rain,NOUN
.,PUNCT
"""",PUNCT
It,PRON
's,AUX
going,VERB
down,ADP
my,PRON
neck,NOUN
",",PUNCT
fellow,ADJ
lunatic,ADJ
",",PUNCT
"""",PUNCT
she,PRON
offered,VERB
finally,ADV
.,PUNCT
"""",PUNCT
Answer,VERB
my,PRON
questions,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Well,INTJ
--,PUNCT
name,NOUN
of,ADP
Savage,PROPN
",",PUNCT
Eleanor,PROPN
;,PUNCT
live,VERB
in,ADP
big,ADJ
old,ADJ
house,NOUN
mile,NOUN
down,ADP
road,NOUN
;,PUNCT
nearest,ADJ
living,NOUN
relation,NOUN
to,PART
be,AUX
notified,VERB
",",PUNCT
grandfather,NOUN
--,PUNCT
Ramilly,PROPN
Savage,PROPN
;,PUNCT
height,INTJ
",",PUNCT
five,NUM
feet,NOUN
four,NUM
inches,NOUN
;,PUNCT
number,NOUN
on,ADP
watch,NOUN
-,PUNCT
case,NOUN
",",PUNCT
3077,NUM
W,ADJ
;,PUNCT
nose,NOUN
",",PUNCT
delicate,ADJ
aquiline,NOUN
;,PUNCT
temperament,NOUN
",",PUNCT
uncanny,ADJ
--,PUNCT
"""",PUNCT
"""",PUNCT
And,CCONJ
me,PRON
",",PUNCT
"""",PUNCT
Amory,PROPN
interrupted,VERB
",",PUNCT
"""",PUNCT
where,ADV
did,AUX
you,PRON
see,VERB
me,PRON
?,PUNCT
"""",PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
you,PRON
're,AUX
one,NUM
of,ADP
_,SYM
those,DET
_,SYM
men,NOUN
",",PUNCT
"""",PUNCT
she,PRON
answered,VERB
haughtily,ADV
",",PUNCT
"""",PUNCT
must,AUX
lug,VERB
old,ADJ
self,NOUN
into,ADP
conversation,NOUN
.,PUNCT
Well,INTJ
",",PUNCT
my,PRON
boy,NOUN
",",PUNCT
I,PRON
was,AUX
behind,ADP
a,DET
hedge,NOUN
sunning,NOUN
myself,PRON
one,NUM
day,NOUN
last,ADJ
week,NOUN
",",PUNCT
and,CCONJ
along,ADV
comes,VERB
a,DET
man,NOUN
saying,VERB
in,ADP
a,DET
pleasant,NOUN
",",PUNCT
conceited,VERB
way,NOUN
of,SCONJ
talking,VERB
:,PUNCT
"""",PUNCT
',PUNCT
And,CCONJ
now,ADV
when,ADV
the,DET
night,NOUN
was,AUX
senescent,ADJ
',PUNCT
(,PUNCT
says,VERB
he,PRON
),PUNCT
'And,CCONJ
the,DET
star,NOUN
dials,NOUN
pointed,VERB
to,PART
morn,VERB
At,ADP
the,DET
end,NOUN
of,ADP
the,DET
path,NOUN
a,DET
liquescent,NOUN
',PUNCT
(,PUNCT
says,VERB
he,PRON
),PUNCT
',PUNCT
And,CCONJ
nebulous,ADJ
lustre,NOUN
was,AUX
born,VERB
.,PUNCT
',PUNCT
"""",PUNCT
So,ADV
I,PRON
poked,VERB
my,PRON
eyes,NOUN
up,ADV
over,ADP
the,DET
hedge,NOUN
",",PUNCT
but,CCONJ
you,PRON
had,AUX
started,VERB
to,PART
run,VERB
",",PUNCT
for,ADP
some,DET
unknown,ADJ
reason,NOUN
",",PUNCT
and,CCONJ
so,ADV
I,PRON
saw,VERB
but,CCONJ
the,DET
back,NOUN
of,ADP
your,PRON
beautiful,ADJ
head,NOUN
.,PUNCT
'Oh,INTJ
!,PUNCT
',PUNCT
says,VERB
I,PRON
",",PUNCT
',PUNCT
there,PRON
's,VERB
a,DET
man,NOUN
for,ADP
whom,PRON
many,ADJ
of,ADP
us,PRON
might,AUX
sigh,INTJ
",",PUNCT
',PUNCT
and,CCONJ
I,PRON
continued,VERB
in,ADP
my,PRON
best,ADJ
Irish,ADJ
--,PUNCT
"""",PUNCT
"""",PUNCT
All,DET
right,ADJ
",",PUNCT
"""",PUNCT
Amory,PROPN
interrupted,VERB
.,PUNCT
"""",PUNCT
Now,ADV
go,VERB
back,ADV
to,ADP
yourself,PRON
.,PUNCT
"""",PUNCT
"""",PUNCT
Well,INTJ
",",PUNCT
I,PRON
will,AUX
.,PUNCT
I,PRON
'm,AUX
one,NUM
of,ADP
those,DET
people,NOUN
who,PRON
go,VERB
through,ADP
the,DET
world,NOUN
giving,VERB
other,ADJ
people,NOUN
thrills,NOUN
",",PUNCT
but,CCONJ
getting,VERB
few,ADJ
myself,PRON
except,ADP
those,PRON
I,PRON
read,VERB
into,ADP
men,NOUN
on,ADP
such,ADJ
nights,NOUN
as,ADP
these,PRON
.,PUNCT
I,PRON
have,VERB
the,DET
social,ADJ
courage,NOUN
to,PART
go,VERB
on,ADP
the,DET
stage,NOUN
",",PUNCT
but,CCONJ
not,PART
the,DET
energy,NOUN
;,PUNCT
I,PRON
have,VERB
n't,PART
the,DET
patience,NOUN
to,PART
write,VERB
books,NOUN
;,PUNCT
and,CCONJ
I,PRON
never,ADV
met,VERB
a,DET
man,NOUN
I,PRON
'd,AUX
marry,VERB
.,PUNCT
However,ADV
",",PUNCT
I,PRON
'm,AUX
only,ADV
eighteen,ADJ
.,PUNCT
"""",PUNCT
The,DET
storm,NOUN
was,AUX
dying,VERB
down,ADV
softly,ADV
and,CCONJ
only,ADV
the,DET
wind,NOUN
kept,VERB
up,ADP
it,PRON
s,AUX
ghostly,ADV
surge,NOUN
and,CCONJ
made,VERB
the,DET
stack,NOUN
lean,NOUN
and,CCONJ
gravely,ADV
settle,VERB
from,ADP
side,NOUN
to,ADP
side,NOUN
.,PUNCT
Amory,PROPN
was,AUX
in,ADP
a,DET
trance,NOUN
.,PUNCT
He,PRON
felt,VERB
that,SCONJ
every,DET
moment,NOUN
was,AUX
precious,ADJ
.,PUNCT
He,PRON
had,VERB
never,ADV
met,VERB
a,DET
girl,NOUN
like,ADP
this,PRON
before,ADV
--,PUNCT
she,PRON
would,AUX
never,ADV
seem,VERB
quite,DET
the,DET
same,ADJ
again,ADV
.,PUNCT
He,PRON
did,AUX
n't,PART
at,ADV
all,ADV
feel,VERB
like,ADP
a,DET
character,NOUN
in,ADP
a,DET
play,NOUN
",",PUNCT
the,DET
appropriate,ADJ
feeling,VERB
in,ADP
an,DET
unconventional,ADJ
situation,NOUN
--,PUNCT
instead,ADV
",",PUNCT
he,PRON
had,VERB
a,DET
sense,NOUN
of,ADP
coming,VERB
home,ADV
.,PUNCT
"""",PUNCT
I,PRON
have,AUX
just,ADV
made,VERB
a,DET
great,ADJ
decision,NOUN
",",PUNCT
"""",PUNCT
said,VERB
Eleanor,PROPN
after,ADP
another,DET
pause,NOUN
",",PUNCT
"""",PUNCT
and,CCONJ
that,PRON
is,AUX
why,ADV
I,PRON
'm,AUX
here,ADV
",",PUNCT
to,PART
answer,VERB
another,DET
of,ADP
your,PRON
questions,NOUN
.,PUNCT
I,PRON
have,VERB
just,ADV
decided,VERB
that,SCONJ
I,PRON
do,AUX
n't,PART
believe,VERB
in,ADP
immortality,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Really,ADV
!,PUNCT
how,ADV
banal,ADJ
!,PUNCT
"""",PUNCT
"""",PUNCT
Frightfully,ADV
so,ADV
",",PUNCT
"""",PUNCT
she,PRON
answered,VERB
",",PUNCT
"""",PUNCT
but,CCONJ
depressing,VERB
with,ADP
a,DET
stale,NOUN
",",PUNCT
sickly,ADV
depression,NOUN
",",PUNCT
nevertheless,NOUN
.,PUNCT
I,PRON
came,VERB
out,ADV
here,ADV
to,PART
get,VERB
wet,ADJ
--,PUNCT
like,ADP
a,DET
wet,ADJ
hen,NOUN
;,PUNCT
wet,ADJ
hens,NOUN
always,ADV
have,VERB
great,ADJ
clarity,NOUN
of,ADP
mind,NOUN
",",PUNCT
"""",PUNCT
she,PRON
concluded,VERB
.,PUNCT
"""",PUNCT
Go,VERB
on,ADV
",",PUNCT
"""",PUNCT
Amory,PROPN
said,VERB
politely,ADV
.,PUNCT
"""",PUNCT
Well,INTJ
--,PUNCT
I,PRON
'm,AUX
not,PART
afraid,ADJ
of,ADP
the,DET
dark,ADJ
",",PUNCT
so,ADV
I,PRON
put,VERB
on,ADP
my,PRON
slicker,NOUN
and,CCONJ
rubber,NOUN
boots,NOUN
and,CCONJ
came,VERB
out,ADV
.,PUNCT
You,PRON
see,VERB
I,PRON
was,AUX
always,ADV
afraid,ADJ
",",PUNCT
before,ADV
",",PUNCT
to,PART
say,VERB
I,PRON
did,AUX
n't,PART
believe,VERB
in,ADP
God,PROPN
--,PUNCT
because,SCONJ
the,DET
lightning,NOUN
might,AUX
strike,VERB
me,PRON
--,PUNCT
but,CCONJ
here,ADV
I,PRON
am,AUX
and,CCONJ
it,PRON
has,VERB
n't,PART
",",PUNCT
of,ADV
course,ADV
",",PUNCT
but,CCONJ
the,DET
main,ADJ
point,NOUN
is,VERB
that,SCONJ
this,DET
time,NOUN
I,PRON
was,AUX
n't,PART
any,DET
more,ADV
afraid,ADJ
of,ADP
it,PRON
than,SCONJ
I,PRON
had,AUX
been,AUX
when,ADV
I,PRON
was,AUX
a,DET
Christian,PROPN
Scientist,PROPN
",",PUNCT
like,INTJ
I,PRON
was,AUX
last,ADJ
year,NOUN
.,PUNCT
So,ADV
now,ADV
I,PRON
know,VERB
I,PRON
'm,AUX
a,DET
materialist,NOUN
and,CCONJ
I,PRON
was,AUX
fraternizing,VERB
with,ADP
the,DET
hay,NOUN
when,ADV
you,PRON
came,VERB
out,ADV
and,CCONJ
stood,VERB
by,ADP
the,DET
woods,NOUN
",",PUNCT
scared,ADJ
to,ADP
death,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Why,ADV
",",PUNCT
you,PRON
little,ADJ
wretch,NOUN
--,PUNCT
"""",PUNCT
cried,VERB
Amory,PROPN
indignantly,ADV
.,PUNCT
"""",PUNCT
Scared,VERB
of,ADP
what,PRON
?,PUNCT
"""",PUNCT
"""",PUNCT
_,SYM
Yourself,PRON
!_,PUNCT
"""",PUNCT
she,PRON
shouted,VERB
",",PUNCT
and,CCONJ
he,PRON
jumped,VERB
.,PUNCT
She,PRON
clapped,VERB
her,PRON
hands,NOUN
and,CCONJ
laughed,VERB
.,PUNCT
"""",PUNCT
See,VERB
--,PUNCT
see,VERB
!,PUNCT
Conscience,NOUN
--,PUNCT
kill,VERB
it,PRON
like,ADP
me,PRON
!,PUNCT
Eleanor,PROPN
Savage,PROPN
",",PUNCT
materiologist,NOUN
--,PUNCT
no,DET
jumping,NOUN
",",PUNCT
no,DET
starting,NOUN
",",PUNCT
come,VERB
early,ADV
--,PUNCT
"""",PUNCT
"""",PUNCT
But,CCONJ
I,PRON
_have,VERB
_,SYM
to,PART
have,VERB
a,DET
soul,NOUN
",",PUNCT
"""",PUNCT
he,PRON
objected,VERB
.,PUNCT
"""",PUNCT
I,PRON
ca,AUX
n't,PART
be,AUX
rational,ADJ
--,PUNCT
and,CCONJ
I,PRON
wo,AUX
n't,PART
be,AUX
molecular,ADJ
.,PUNCT
"""",PUNCT
She,PRON
leaned,VERB
toward,ADP
him,PRON
",",PUNCT
her,PRON
burning,VERB
eyes,NOUN
never,ADV
leaving,VERB
his,PRON
own,ADJ
and,CCONJ
whispered,VERB
with,ADP
a,DET
sort,NOUN
of,ADP
romantic,ADJ
finality,NOUN
:,PUNCT
"""",PUNCT
I,PRON
thought,VERB
so,ADV
",",PUNCT
Juan,PROPN
",",PUNCT
I,PRON
feared,VERB
so,ADV
--,PUNCT
you,PRON
're,AUX
sentimental,ADJ
.,PUNCT
You,PRON
're,AUX
not,PART
like,VERB
me,PRON
.,PUNCT
I,PRON
'm,AUX
a,DET
romantic,ADJ
little,ADJ
materialist,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
I,PRON
'm,AUX
not,PART
sentimental,ADJ
--,PUNCT
I,PRON
'm,AUX
as,ADV
romantic,ADJ
as,SCONJ
you,PRON
are,VERB
.,PUNCT
The,DET
idea,NOUN
",",PUNCT
you,PRON
know,VERB
",",PUNCT
is,AUX
that,SCONJ
the,DET
sentimental,ADJ
person,NOUN
thinks,VERB
things,NOUN
will,AUX
last,VERB
--,PUNCT
the,DET
romantic,ADJ
person,NOUN
has,VERB
a,DET
desperate,ADJ
confidence,NOUN
that,SCONJ
they,PRON
wo,AUX
n't,PART
.,PUNCT
"""",PUNCT
(,PUNCT
This,PRON
was,AUX
an,DET
ancient,ADJ
distinction,NOUN
of,ADP
Amory's,NOUN
.,PUNCT
),PUNCT
"""",PUNCT
Epigrams,PROPN
.,PUNCT
I,PRON
'm,AUX
going,VERB
home,ADV
",",PUNCT
"""",PUNCT
she,PRON
said,VERB
sadly,ADV
.,PUNCT
"""",PUNCT
Let,VERB
's,PRON
get,VERB
off,ADP
the,DET
haystack,NOUN
and,CCONJ
walk,VERB
to,ADP
the,DET
cross-roads,NOUN
.,PUNCT
"""",PUNCT
They,PRON
slowly,ADV
descended,VERB
from,ADP
their,PRON
perch,NOUN
.,PUNCT
She,PRON
would,AUX
not,PART
let,VERB
him,PRON
help,VERB
her,PRON
down,ADV
and,CCONJ
motioning,VERB
him,PRON
away,ADV
arrived,VERB
in,ADP
a,DET
graceful,ADJ
lump,NOUN
in,ADP
the,DET
soft,ADJ
mud,NOUN
where,ADV
she,PRON
sat,VERB
for,ADP
an,DET
instant,ADJ
",",PUNCT
laughing,VERB
at,ADP
herself,PRON
.,PUNCT
Then,ADV
she,PRON
jumped,VERB
to,PART
her,PRON
feet,NOUN
and,CCONJ
slipped,VERB
her,PRON
hand,NOUN
into,ADP
his,PRON
",",PUNCT
and,CCONJ
they,PRON
tiptoed,VERB
across,ADP
the,DET
fields,NOUN
",",PUNCT
jumping,VERB
and,CCONJ
swinging,VERB
from,ADP
dry,ADJ
spot,NOUN
to,ADP
dry,ADJ
spot,NOUN
.,PUNCT
A,DET
transcendent,NOUN
delight,NOUN
seemed,VERB
to,PART
sparkle,VERB
in,ADP
every,DET
pool,NOUN
of,ADP
water,NOUN
",",PUNCT
for,ADP
the,DET
moon,NOUN
had,AUX
risen,VERB
and,CCONJ
the,DET
storm,NOUN
had,AUX
scurried,VERB
away,ADV
into,ADP
western,ADJ
Maryland,PROPN
.,PUNCT
When,ADV
Eleanor,PROPN
's,PART
arm,NOUN
touched,VERB
his,PRON
he,PRON
felt,VERB
his,PRON
hands,NOUN
grow,VERB
cold,ADJ
with,ADP
deadly,ADJ
fear,NOUN
lest,ADP
he,PRON
should,AUX
lose,VERB
the,DET
shadow,NOUN
brush,NOUN
with,ADP
which,PRON
his,PRON
imagination,NOUN
was,AUX
painting,VERB
wonders,NOUN
of,ADP
her,PRON
.,PUNCT
He,PRON
watched,VERB
her,PRON
from,ADP
the,DET
corners,NOUN
of,ADP
his,PRON
eyes,NOUN
as,SCONJ
ever,ADV
he,PRON
did,VERB
when,ADV
he,PRON
walked,VERB
with,ADP
her,PRON
--,PUNCT
she,PRON
was,AUX
a,DET
feast,NOUN
and,CCONJ
a,DET
folly,NOUN
and,CCONJ
he,PRON
wished,VERB
it,PRON
had,AUX
been,AUX
his,PRON
destiny,NOUN
to,PART
sit,VERB
forever,ADV
on,ADP
a,DET
haystack,NOUN
and,CCONJ
see,VERB
life,NOUN
through,ADP
her,PRON
green,ADJ
eyes,NOUN
.,PUNCT
His,PRON
paganism,NOUN
soared,VERB
that,DET
night,NOUN
and,CCONJ
when,ADV
she,PRON
faded,VERB
out,ADP
like,ADP
a,DET
gray,ADJ
ghost,NOUN
down,ADP
the,DET
road,NOUN
",",PUNCT
a,DET
deep,ADJ
singing,NOUN
came,VERB
out,ADV
of,ADP
the,DET
fields,NOUN
and,CCONJ
filled,VERB
his,PRON
way,NOUN
homeward,NOUN
.,PUNCT
All,DET
night,NOUN
the,DET
summer,NOUN
moths,NOUN
flitted,VERB
in,ADP
and,CCONJ
out,ADP
of,ADP
Amory,PROPN
's,PART
window,NOUN
;,PUNCT
all,DET
night,NOUN
large,ADJ
looming,VERB
sounds,NOUN
swayed,VERB
in,ADP
mystic,ADJ
revery,NOUN
through,ADP
the,DET
silver,NOUN
grain,NOUN
--,PUNCT
and,CCONJ
he,PRON
lay,VERB
awake,ADJ
in,ADP
the,DET
clear,ADJ
darkness,NOUN
.,PUNCT
*****,PUNCT
SEPTEMBER,NOUN
Amory,PROPN
selected,VERB
a,DET
blade,NOUN
of,ADP
grass,NOUN
and,CCONJ
nibbled,VERB
at,ADP
it,PRON
scientifically,ADV
.,PUNCT
"""",PUNCT
I,PRON
never,ADV
fall,VERB
in,ADP
love,NOUN
in,ADP
August,PROPN
or,CCONJ
September,PROPN
",",PUNCT
"""",PUNCT
he,PRON
proffered,VERB
.,PUNCT
"""",PUNCT
When,ADV
then,ADV
?,PUNCT
"""",PUNCT
"""",PUNCT
Christmas,PROPN
or,CCONJ
Easter,PROPN
.,PUNCT
I,PRON
'm,AUX
a,DET
liturgist,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Easter,PROPN
!,PUNCT
"""",PUNCT
She,PRON
turned,VERB
up,ADP
her,PRON
nose,NOUN
.,PUNCT
"""",PUNCT
Huh,INTJ
!,PUNCT
Spring,NOUN
in,ADP
corsets,NOUN
!,PUNCT
"""",PUNCT
"""",PUNCT
Easter,PROPN
_,SYM
would,AUX
_,SYM
bore,NOUN
spring,NOUN
",",PUNCT
would,AUX
n't,PART
she,VERB
?,PUNCT
Easter,PROPN
has,VERB
her,PRON
hair,NOUN
braided,VERB
",",PUNCT
wears,VERB
a,DET
tailored,VERB
suit,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Bind,ADJ
on,ADP
thy,PRON
sandals,NOUN
",",PUNCT
oh,INTJ
",",PUNCT
thou,PRON
most,ADJ
fleet,NOUN
.,PUNCT
Over,ADP
the,DET
splendor,NOUN
and,CCONJ
speed,NOUN
of,ADP
thy,PRON
feet,NOUN
--,PUNCT
"""",PUNCT
quoted,VERB
Eleanor,PROPN
softly,ADV
",",PUNCT
and,CCONJ
then,ADV
added,VERB
:,PUNCT
"""",PUNCT
I,PRON
suppose,VERB
Hallowe,PROPN
'en,PROPN
is,AUX
a,DET
better,ADJ
day,NOUN
for,ADP
autumn,NOUN
than,ADP
Thanksgiving,PROPN
.,PUNCT
"""",PUNCT
"""",PUNCT
Much,ADJ
better,ADJ
--,PUNCT
and,CCONJ
Christmas,PROPN
eve,ADV
does,VERB
very,ADV
well,ADV
for,ADP
winter,NOUN
",",PUNCT
but,CCONJ
summer,NOUN
...,PUNCT
"""",PUNCT
"""",PUNCT
Summer,NOUN
has,VERB
no,DET
day,NOUN
",",PUNCT
"""",PUNCT
she,PRON
said,VERB
.,PUNCT
"""",PUNCT
We,PRON
ca,AUX
n't,PART
possibly,ADV
have,VERB
a,DET
summer,NOUN
love,NOUN
.,PUNCT
So,ADV
many,ADJ
people,NOUN
have,AUX
tried,VERB
that,SCONJ
the,DET
name,NOUN
's,AUX
become,VERB
proverbial,ADJ
.,PUNCT
Summer,NOUN
is,AUX
only,ADV
the,DET
unfulfilled,ADJ
promise,NOUN
of,ADP
spring,NOUN
",",PUNCT
a,DET
charlatan,NOUN
in,ADP
place,NOUN
of,ADP
the,DET
warm,ADJ
balmy,NOUN
nights,NOUN
I,PRON
dream,AUX
of,ADP
in,ADP
April,PROPN
.,PUNCT
It,PRON
's,AUX
a,DET
